YEAR,PROJECT,SPECIES,DATE,DAY_OF_SEASON,WEEK_OF_SEASON,FREQENCY,TRIP_DURATION
2013-14,CS,CHPE,2/9/2014,71,11,5063,17.75
2013-14,CS,CHPE,2/10/2014,72,11,5063,9.5
2013-14,CS,CHPE,2/11/2014,73,11,5063,8.5
2013-14,CS,CHPE,2/17/2014,79,12,5063,14.75
2013-14,CS,CHPE,2/18/2014,80,12,5063,13.5
2013-14,CS,CHPE,2/19/2014,81,12,5063,14.5
2013-14,CS,CHPE,2/20/2014,82,12,5063,12.75
2013-14,CS,CHPE,2/21/2014,83,12,5063,13.25
2013-14,CS,CHPE,2/22/2014,84,12,5063,59.5
2013-14,CS,CHPE,2/25/2014,87,13,5063,15.5
2013-14,CS,CHPE,1/11/2014,42,6,5081,7.5
2013-14,CS,CHPE,1/12/2014,43,7,5081,6.5
2013-14,CS,CHPE,1/13/2014,44,7,5081,6.25
2013-14,CS,CHPE,1/14/2014,45,7,5081,6.5
2013-14,CS,CHPE,1/17/2014,48,7,5081,7.25
2013-14,CS,CHPE,1/18/2014,49,7,5081,5.75
2013-14,CS,CHPE,1/19/2014,50,8,5081,7.25
2013-14,CS,CHPE,1/20/2014,51,8,5081,6.25
2013-14,CS,CHPE,1/21/2014,52,8,5081,7
2013-14,CS,CHPE,1/22/2014,53,8,5081,8
2013-14,CS,CHPE,1/23/2014,54,8,5081,6.75
2013-14,CS,CHPE,1/24/2014,55,8,5081,9.25
2013-14,CS,CHPE,1/25/2014,56,8,5081,7.25
2013-14,CS,CHPE,1/26/2014,57,9,5081,7.25
2013-14,CS,CHPE,1/27/2014,58,9,5081,7
2013-14,CS,CHPE,1/28/2014,59,9,5081,8
2013-14,CS,CHPE,1/29/2014,60,9,5081,8.75
2013-14,CS,CHPE,1/30/2014,61,9,5081,7
2013-14,CS,CHPE,1/31/2014,62,9,5081,9
2013-14,CS,CHPE,2/1/2014,63,9,5081,7.25
2013-14,CS,CHPE,2/2/2014,64,10,5081,5.75
2013-14,CS,CHPE,2/3/2014,65,10,5081,7.25
2013-14,CS,CHPE,2/4/2014,66,10,5081,7
2013-14,CS,CHPE,2/5/2014,67,10,5081,6.75
2013-14,CS,CHPE,2/6/2014,68,10,5081,11
2013-14,CS,CHPE,2/7/2014,69,10,5081,6.75
2013-14,CS,CHPE,2/8/2014,70,10,5081,6
2013-14,CS,CHPE,2/9/2014,71,11,5081,8.5
2013-14,CS,CHPE,2/10/2014,72,11,5081,13.25
2013-14,CS,CHPE,2/11/2014,73,11,5081,12.25
2013-14,CS,CHPE,2/17/2014,79,12,5081,12.75
2013-14,CS,CHPE,2/18/2014,80,12,5081,13
2013-14,CS,CHPE,2/19/2014,81,12,5081,13.75
2013-14,CS,CHPE,2/20/2014,82,12,5081,12.75
2013-14,CS,CHPE,2/21/2014,83,12,5081,14
2013-14,CS,CHPE,2/22/2014,84,12,5081,13.25
2013-14,CS,CHPE,2/23/2014,85,13,5081,13.5
2013-14,CS,CHPE,2/24/2014,86,13,5081,11.75
2013-14,CS,CHPE,2/25/2014,87,13,5081,12
2013-14,CS,CHPE,2/26/2014,88,13,5081,24.61666667
2013-14,CS,CHPE,1/10/2014,41,6,5104,12.5
2013-14,CS,CHPE,1/11/2014,42,6,5104,12.25
2013-14,CS,CHPE,1/13/2014,44,7,5104,8.25
2013-14,CS,CHPE,1/13/2014,44,7,5104,12.75
2013-14,CS,CHPE,1/14/2014,45,7,5104,12.75
2013-14,CS,CHPE,1/17/2014,48,7,5104,5.75
2013-14,CS,CHPE,1/18/2014,49,7,5104,5.516666667
2013-14,CS,CHPE,1/18/2014,49,7,5104,5.516666667
2013-14,CS,CHPE,1/19/2014,50,8,5104,8.25
2013-14,CS,CHPE,1/19/2014,50,8,5104,15.5
2013-14,CS,CHPE,1/21/2014,52,8,5104,6.25
2013-14,CS,CHPE,1/21/2014,52,8,5104,14.75
2013-14,CS,CHPE,1/22/2014,53,8,5104,12.75
2013-14,CS,CHPE,1/23/2014,54,8,5104,5
2013-14,CS,CHPE,1/24/2014,55,8,5104,14.51666667
2013-14,CS,CHPE,1/25/2014,56,8,5104,6.25
2013-14,CS,CHPE,1/26/2014,57,9,5104,7
2013-14,CS,CHPE,1/27/2014,58,9,5104,10
2013-14,CS,CHPE,1/27/2014,58,9,5104,14
2013-14,CS,CHPE,1/29/2014,60,9,5104,5.75
2013-14,CS,CHPE,1/29/2014,60,9,5104,7.016666667
2013-14,CS,CHPE,1/30/2014,61,9,5104,7.5
2013-14,CS,CHPE,1/31/2014,62,9,5104,7.516666667
2013-14,CS,CHPE,2/1/2014,63,9,5104,6
2013-14,CS,CHPE,2/2/2014,64,10,5104,6.25
2013-14,CS,CHPE,2/3/2014,65,10,5104,6.5
2013-14,CS,CHPE,2/4/2014,66,10,5104,14.76666667
2013-14,CS,CHPE,2/5/2014,67,10,5104,28.5
2013-14,CS,CHPE,2/7/2014,69,10,5104,13.75
2013-14,CS,CHPE,2/8/2014,70,10,5104,38
2013-14,CS,CHPE,2/10/2014,72,11,5104,7
2013-14,CS,CHPE,1/9/2014,40,6,5122,9.016666667
2013-14,CS,CHPE,1/10/2014,41,6,5122,4.516666667
2013-14,CS,CHPE,1/11/2014,42,6,5122,6.516666667
2013-14,CS,CHPE,1/12/2014,43,7,5122,6.5
2013-14,CS,CHPE,1/13/2014,44,7,5122,6.266666667
2013-14,CS,CHPE,1/14/2014,45,7,5122,5.183333333
2013-14,CS,CHPE,1/17/2014,48,7,5122,7.766666667
2013-14,CS,CHPE,1/18/2014,49,7,5122,6.183333333
2013-14,CS,CHPE,1/19/2014,50,8,5122,7.766666667
2013-14,CS,CHPE,1/20/2014,51,8,5122,12.76666667
2013-14,CS,CHPE,1/21/2014,52,8,5122,8.516666667
2013-14,CS,CHPE,1/22/2014,53,8,5122,11.01666667
2013-14,CS,CHPE,1/23/2014,54,8,5122,6.5
2013-14,CS,CHPE,1/24/2014,55,8,5122,10.76666667
2013-14,CS,CHPE,1/25/2014,56,8,5122,6.516666667
2013-14,CS,CHPE,1/26/2014,57,9,5122,7.483333333
2013-14,CS,CHPE,1/27/2014,58,9,5122,9.7
2013-14,CS,CHPE,1/28/2014,59,9,5122,7.516666667
2013-14,CS,CHPE,1/29/2014,60,9,5122,5.233333333
2013-14,CS,CHPE,1/30/2014,61,9,5122,8.983333333
2013-14,CS,CHPE,1/30/2014,61,9,5122,4.016666667
2013-14,CS,CHPE,1/31/2014,62,9,5122,8.516666667
2013-14,CS,CHPE,2/1/2014,63,9,5122,9.483333333
2013-14,CS,CHPE,2/2/2014,64,10,5122,11.01666667
2013-14,CS,CHPE,2/3/2014,65,10,5122,7.516666667
2013-14,CS,CHPE,2/4/2014,66,10,5122,11.76666667
2013-14,CS,CHPE,2/5/2014,67,10,5122,6.483333333
2013-14,CS,CHPE,2/6/2014,68,10,5122,13.76666667
2013-14,CS,CHPE,2/7/2014,69,10,5122,8.5
2013-14,CS,CHPE,2/7/2014,69,10,5122,5.766666667
2013-14,CS,CHPE,2/8/2014,70,10,5122,13.5
2013-14,CS,CHPE,2/9/2014,71,11,5122,14.26666667
2013-14,CS,CHPE,2/10/2014,72,11,5122,10.5
2013-14,CS,CHPE,2/11/2014,73,11,5122,14.01666667
2013-14,CS,CHPE,2/17/2014,79,12,5122,14.26666667
2013-14,CS,CHPE,2/18/2014,80,12,5122,14
2013-14,CS,CHPE,2/19/2014,81,12,5122,14.26666667
2013-14,CS,CHPE,2/20/2014,82,12,5122,12.51666667
2013-14,CS,CHPE,2/21/2014,83,12,5122,14.25
2013-14,CS,CHPE,2/22/2014,84,12,5122,9.733333333
2013-14,CS,CHPE,2/23/2014,85,13,5122,15.75
2013-14,CS,CHPE,2/24/2014,86,13,5122,14.75
2013-14,CS,CHPE,2/25/2014,87,13,5122,10
2013-14,CS,CHPE,1/10/2014,41,6,5140,6.75
2013-14,CS,CHPE,1/11/2014,42,6,5140,6.5
2013-14,CS,CHPE,1/12/2014,43,7,5140,9.75
2013-14,CS,CHPE,1/13/2014,44,7,5140,7
2013-14,CS,CHPE,1/14/2014,45,7,5140,8.75
2013-14,CS,CHPE,1/17/2014,48,7,5140,6.266666667
2013-14,CS,CHPE,1/18/2014,49,7,5140,7.25
2013-14,CS,CHPE,1/19/2014,50,8,5140,8.25
2013-14,CS,CHPE,1/19/2014,50,8,5140,13.5
2013-14,CS,CHPE,1/20/2014,51,8,5140,13.26666667
2013-14,CS,CHPE,1/21/2014,52,8,5140,6.516666667
2013-14,CS,CHPE,1/22/2014,53,8,5140,11.25
2013-14,CS,CHPE,1/23/2014,54,8,5140,8.266666667
2013-14,CS,CHPE,1/24/2014,55,8,5140,10.75
2013-14,CS,CHPE,1/25/2014,56,8,5140,8
2013-14,CS,CHPE,1/26/2014,57,9,5140,8.5
2013-14,CS,CHPE,1/27/2014,58,9,5140,5.25
2013-14,CS,CHPE,1/28/2014,59,9,5140,7.016666667
2013-14,CS,CHPE,1/29/2014,60,9,5140,7.266666667
2013-14,CS,CHPE,1/30/2014,61,9,5140,8.766666667
2013-14,CS,CHPE,1/31/2014,62,9,5140,7.016666667
2013-14,CS,CHPE,2/1/2014,63,9,5140,7.25
2013-14,CS,CHPE,2/2/2014,64,10,5140,9.016666667
2013-14,CS,CHPE,2/3/2014,65,10,5140,6.016666667
2013-14,CS,CHPE,2/4/2014,66,10,5140,6.016666667
2013-14,CS,CHPE,2/5/2014,67,10,5140,9.483333333
2013-14,CS,CHPE,2/6/2014,68,10,5140,10.26666667
2013-14,CS,CHPE,2/7/2014,69,10,5140,9.266666667
2013-14,CS,CHPE,2/8/2014,70,10,5140,10.01666667
2013-14,CS,CHPE,2/9/2014,71,11,5140,5.266666667
2013-14,CS,CHPE,2/10/2014,72,11,5140,17.25
2013-14,CS,CHPE,2/11/2014,73,11,5140,4.266666667
2013-14,CS,CHPE,2/18/2014,80,12,5140,10.75
2013-14,CS,CHPE,2/19/2014,81,12,5140,11.23333333
2013-14,CS,CHPE,2/20/2014,82,12,5140,14
2013-14,CS,CHPE,2/21/2014,83,12,5140,14.25
2013-14,CS,CHPE,2/22/2014,84,12,5140,10.51666667
2013-14,CS,CHPE,1/10/2014,41,6,5161,10
2013-14,CS,CHPE,1/11/2014,42,6,5161,4.5
2013-14,CS,CHPE,1/12/2014,43,7,5161,6.5
2013-14,CS,CHPE,1/13/2014,44,7,5161,8
2013-14,CS,CHPE,1/14/2014,45,7,5161,6.25
2013-14,CS,CHPE,1/17/2014,48,7,5161,6.5
2013-14,CS,CHPE,1/17/2014,48,7,5161,15.01666667
2013-14,CS,CHPE,1/18/2014,49,7,5161,5.016666667
2013-14,CS,CHPE,1/19/2014,50,8,5161,8.016666667
2013-14,CS,CHPE,1/20/2014,51,8,5161,7.5
2013-14,CS,CHPE,1/20/2014,51,8,5161,7
2013-14,CS,CHPE,1/21/2014,52,8,5161,5.5
2013-14,CS,CHPE,1/22/2014,53,8,5161,5.016666667
2013-14,CS,CHPE,1/23/2014,54,8,5161,6.75
2013-14,CS,CHPE,1/23/2014,54,8,5161,8.75
2013-14,CS,CHPE,1/24/2014,55,8,5161,8.516666667
2013-14,CS,CHPE,1/25/2014,56,8,5161,11.75
2013-14,CS,CHPE,1/25/2014,56,8,5161,4.5
2013-14,CS,CHPE,1/26/2014,57,9,5161,6
2013-14,CS,CHPE,1/26/2014,57,9,5161,4
2013-14,CS,CHPE,1/27/2014,58,9,5161,6.75
2013-14,CS,CHPE,1/28/2014,59,9,5161,5.5
2013-14,CS,CHPE,1/29/2014,60,9,5161,5.266666667
2013-14,CS,CHPE,1/30/2014,61,9,5161,8.5
2013-14,CS,CHPE,1/30/2014,61,9,5161,16.25
2013-14,CS,CHPE,2/1/2014,63,9,5161,7.5
2013-14,CS,CHPE,2/2/2014,64,10,5161,6
2013-14,CS,CHPE,2/3/2014,65,10,5161,6.25
2013-14,CS,CHPE,2/4/2014,66,10,5161,7.766666667
2013-14,CS,CHPE,2/5/2014,67,10,5161,9
2013-14,CS,CHPE,2/6/2014,68,10,5161,7.016666667
2013-14,CS,CHPE,2/7/2014,69,10,5161,6.25
2013-14,CS,CHPE,2/7/2014,69,10,5161,5
2013-14,CS,CHPE,2/8/2014,70,10,5161,11.25
2013-14,CS,CHPE,2/9/2014,71,11,5161,10
2013-14,CS,CHPE,2/10/2014,72,11,5161,13.5
2013-14,CS,CHPE,2/11/2014,73,11,5161,10.75
2013-14,CS,CHPE,2/21/2014,83,12,5161,9.516666667
2013-14,CS,CHPE,1/11/2014,42,6,5182,6.5
2013-14,CS,CHPE,1/13/2014,44,7,5182,8.25
2013-14,CS,CHPE,1/14/2014,45,7,5182,10
2013-14,CS,CHPE,1/17/2014,48,7,5182,9.25
2013-14,CS,CHPE,1/18/2014,49,7,5182,7.75
2013-14,CS,CHPE,1/19/2014,50,8,5182,9.25
2013-14,CS,CHPE,1/20/2014,51,8,5182,9.75
2013-14,CS,CHPE,1/21/2014,52,8,5182,9.25
2013-14,CS,CHPE,1/23/2014,54,8,5182,6
2013-14,CS,CHPE,1/24/2014,55,8,5182,10.01666667
2013-14,CS,CHPE,1/25/2014,56,8,5182,7.25
2013-14,CS,CHPE,1/26/2014,57,9,5182,5
2013-14,CS,CHPE,1/27/2014,58,9,5182,5.5
2013-14,CS,CHPE,1/28/2014,59,9,5182,7.25
2013-14,CS,CHPE,1/29/2014,60,9,5182,7.75
2013-14,CS,CHPE,1/30/2014,61,9,5182,10.5
2013-14,CS,CHPE,1/31/2014,62,9,5182,8
2013-14,CS,CHPE,2/1/2014,63,9,5182,6
2013-14,CS,CHPE,2/2/2014,64,10,5182,9.5
2013-14,CS,CHPE,2/3/2014,65,10,5182,6
2013-14,CS,CHPE,2/4/2014,66,10,5182,10.75
2013-14,CS,CHPE,2/5/2014,67,10,5182,5.5
2013-14,CS,CHPE,2/6/2014,68,10,5182,14.75
2013-14,CS,CHPE,2/7/2014,69,10,5182,7
2013-14,CS,CHPE,2/8/2014,70,10,5182,13.75
2013-14,CS,CHPE,2/9/2014,71,11,5182,15.25
2013-14,CS,CHPE,2/10/2014,72,11,5182,5.75
2013-14,CS,CHPE,2/11/2014,73,11,5182,7.5
2013-14,CS,CHPE,2/17/2014,79,12,5182,11.75
2013-14,CS,CHPE,2/18/2014,80,12,5182,12.5
2013-14,CS,CHPE,2/19/2014,81,12,5182,16
2013-14,CS,CHPE,2/20/2014,82,12,5182,9.516666667
2013-14,CS,CHPE,1/11/2014,42,6,5211,5.75
2013-14,CS,CHPE,1/12/2014,43,7,5211,5.5
2013-14,CS,CHPE,1/13/2014,44,7,5211,6.25
2013-14,CS,CHPE,1/14/2014,45,7,5211,7.75
2013-14,CS,CHPE,1/17/2014,48,7,5211,7.5
2013-14,CS,CHPE,1/18/2014,49,7,5211,10
2013-14,CS,CHPE,1/19/2014,50,8,5211,6.75
2013-14,CS,CHPE,1/20/2014,51,8,5211,4.916666667
2013-14,CS,CHPE,1/21/2014,52,8,5211,10.46666667
2013-14,CS,CHPE,1/22/2014,53,8,5211,7.5
2013-14,CS,CHPE,1/23/2014,54,8,5211,8.5
2013-14,CS,CHPE,1/24/2014,55,8,5211,9.5
2013-14,CS,CHPE,1/25/2014,56,8,5211,10
2013-14,CS,CHPE,1/26/2014,57,9,5211,8
2013-14,CS,CHPE,1/27/2014,58,9,5211,6.75
2013-14,CS,CHPE,1/28/2014,59,9,5211,8
2013-14,CS,CHPE,1/28/2014,59,9,5211,5
2013-14,CS,CHPE,1/29/2014,60,9,5211,7.25
2013-14,CS,CHPE,1/30/2014,61,9,5211,5.25
2013-14,CS,CHPE,1/31/2014,62,9,5211,10.75
2013-14,CS,CHPE,2/1/2014,63,9,5211,8.75
2013-14,CS,CHPE,2/2/2014,64,10,5211,7
2013-14,CS,CHPE,2/3/2014,65,10,5211,4.75
2013-14,CS,CHPE,2/4/2014,66,10,5211,9.75
2013-14,CS,CHPE,2/5/2014,67,10,5211,7.25
2013-14,CS,CHPE,2/6/2014,68,10,5211,8.25
2013-14,CS,CHPE,2/7/2014,69,10,5211,12.25
2013-14,CS,CHPE,2/8/2014,70,10,5211,37
2013-14,CS,CHPE,2/10/2014,72,11,5211,8
2013-14,CS,CHPE,2/11/2014,73,11,5211,13.75
2013-14,CS,CHPE,2/17/2014,79,12,5211,14.5
2013-14,CS,CHPE,2/18/2014,80,12,5211,11.25
2013-14,CS,CHPE,2/19/2014,81,12,5211,12.5
2013-14,CS,CHPE,2/20/2014,82,12,5211,9
2013-14,CS,CHPE,1/11/2014,42,6,5231,6.5
2013-14,CS,CHPE,1/12/2014,43,7,5231,10.25
2013-14,CS,CHPE,1/13/2014,44,7,5231,7
2013-14,CS,CHPE,1/14/2014,45,7,5231,6.75
2013-14,CS,CHPE,1/17/2014,48,7,5231,8.75
2013-14,CS,CHPE,1/17/2014,48,7,5231,12.5
2013-14,CS,CHPE,1/19/2014,50,8,5231,17.75
2013-14,CS,CHPE,1/21/2014,52,8,5231,8
2013-14,CS,CHPE,1/21/2014,52,8,5231,4.766666667
2013-14,CS,CHPE,1/22/2014,53,8,5231,5.766666667
2013-14,CS,CHPE,1/23/2014,54,8,5231,9
2013-14,CS,CHPE,1/24/2014,55,8,5231,5.75
2013-14,CS,CHPE,1/25/2014,56,8,5231,6.5
2013-14,CS,CHPE,1/26/2014,57,9,5231,7.5
2013-14,CS,CHPE,1/27/2014,58,9,5231,8.25
2013-14,CS,CHPE,1/27/2014,58,9,5231,6.016666667
2013-14,CS,CHPE,1/28/2014,59,9,5231,6
2013-14,CS,CHPE,1/29/2014,60,9,5231,6.75
2013-14,CS,CHPE,1/29/2014,60,9,5231,6.266666667
2013-14,CS,CHPE,1/30/2014,61,9,5231,5.75
2013-14,CS,CHPE,1/31/2014,62,9,5231,7.25
2013-14,CS,CHPE,2/1/2014,63,9,5231,8.75
2013-14,CS,CHPE,2/2/2014,64,10,5231,5
2013-14,CS,CHPE,2/3/2014,65,10,5231,12
2013-14,CS,CHPE,2/4/2014,66,10,5231,7.766666667
2013-14,CS,CHPE,2/5/2014,67,10,5231,10.75
2013-14,CS,CHPE,2/6/2014,68,10,5231,5.016666667
2013-14,CS,CHPE,2/7/2014,69,10,5231,11
2013-14,CS,CHPE,2/8/2014,70,10,5231,10.01666667
2013-14,CS,CHPE,2/9/2014,71,11,5231,10.25
2013-14,CS,CHPE,2/9/2014,71,11,5231,23.51666667
2013-14,CS,CHPE,2/11/2014,73,11,5231,9.25
2013-14,CS,CHPE,2/17/2014,79,12,5231,39.51666667
2013-14,CS,CHPE,1/12/2014,43,7,5250,4.25
2013-14,CS,CHPE,1/13/2014,44,7,5250,9.266666667
2013-14,CS,CHPE,1/14/2014,45,7,5250,6.75
2013-14,CS,CHPE,1/17/2014,48,7,5250,8.766666667
2013-14,CS,CHPE,1/18/2014,49,7,5250,7.266666667
2013-14,CS,CHPE,1/19/2014,50,8,5250,6.766666667
2013-14,CS,CHPE,1/20/2014,51,8,5250,11.26666667
2013-14,CS,CHPE,1/21/2014,52,8,5250,6.516666667
2013-14,CS,CHPE,1/22/2014,53,8,5250,6.266666667
2013-14,CS,CHPE,1/23/2014,54,8,5250,8.766666667
2013-14,CS,CHPE,1/24/2014,55,8,5250,9.766666667
2013-14,CS,CHPE,1/25/2014,56,8,5250,6.25
2013-14,CS,CHPE,1/26/2014,57,9,5250,7.266666667
2013-14,CS,CHPE,1/27/2014,58,9,5250,6.266666667
2013-14,CS,CHPE,1/28/2014,59,9,5250,8.266666667
2013-14,CS,CHPE,1/29/2014,60,9,5250,5.75
2013-14,CS,CHPE,1/30/2014,61,9,5250,8.516666667
2013-14,CS,CHPE,1/31/2014,62,9,5250,7.75
2013-14,CS,CHPE,2/1/2014,63,9,5250,6.766666667
2013-14,CS,CHPE,2/2/2014,64,10,5250,7.516666667
2013-14,CS,CHPE,2/3/2014,65,10,5250,5.416666667
2013-14,CS,CHPE,2/4/2014,66,10,5250,8.75
2013-14,CS,CHPE,2/5/2014,67,10,5250,5.766666667
2013-14,CS,CHPE,2/6/2014,68,10,5250,8.766666667
2013-14,CS,CHPE,2/7/2014,69,10,5250,6.483333333
2013-14,CS,CHPE,2/8/2014,70,10,5250,7.5
2013-14,CS,CHPE,2/9/2014,71,11,5250,7.766666667
2013-14,CS,CHPE,2/10/2014,72,11,5250,8.983333333
2013-14,CS,CHPE,2/11/2014,73,11,5250,7.483333333
2013-14,CS,CHPE,2/17/2014,79,12,5250,11.5
2013-14,CS,CHPE,2/18/2014,80,12,5250,14.01666667
2013-14,CS,CHPE,2/19/2014,81,12,5250,16.26666667
2013-14,CS,CHPE,2/20/2014,82,12,5250,12.48333333
2013-14,CS,CHPE,2/20/2014,82,12,5250,20
2013-14,CS,CHPE,2/22/2014,84,12,5250,10.5
2013-14,CS,CHPE,2/23/2014,85,13,5250,11.75
2013-14,CS,CHPE,2/24/2014,86,13,5250,9.5
2013-14,CS,CHPE,2/25/2014,87,13,5250,10.5
2013-14,CS,CHPE,2/26/2014,88,13,5250,24.61666667
2013-14,CS,CHPE,1/9/2014,40,6,5271,16.75
2013-14,CS,CHPE,1/11/2014,42,6,5271,8.5
2013-14,CS,CHPE,1/11/2014,42,6,5271,20.76666667
2013-14,CS,CHPE,1/13/2014,44,7,5271,7.733333333
2013-14,CS,CHPE,1/13/2014,44,7,5271,5.266666667
2013-14,CS,CHPE,1/14/2014,45,7,5271,5.266666667
2013-14,CS,CHPE,1/17/2014,48,7,5271,8.766666667
2013-14,CS,CHPE,1/18/2014,49,7,5271,10.51666667
2013-14,CS,CHPE,1/19/2014,50,8,5271,9.016666667
2013-14,CS,CHPE,1/20/2014,51,8,5271,11.76666667
2013-14,CS,CHPE,1/21/2014,52,8,5271,7.233333333
2013-14,CS,CHPE,1/21/2014,52,8,5271,13.51666667
2013-14,CS,CHPE,1/22/2014,53,8,5271,4.766666667
2013-14,CS,CHPE,1/23/2014,54,8,5271,13.01666667
2013-14,CS,CHPE,1/24/2014,55,8,5271,8.233333333
2013-14,CS,CHPE,1/24/2014,55,8,5271,16.5
2013-14,CS,CHPE,1/26/2014,57,9,5271,6.5
2013-14,CS,CHPE,1/27/2014,58,9,5271,7.233333333
2013-14,CS,CHPE,1/27/2014,58,9,5271,5.016666667
2013-14,CS,CHPE,1/28/2014,59,9,5271,9.016666667
2013-14,CS,CHPE,1/29/2014,60,9,5271,8.983333333
2013-14,CS,CHPE,1/30/2014,61,9,5271,7.25
2013-14,CS,CHPE,1/30/2014,61,9,5271,5.516666667
2013-14,CS,CHPE,1/31/2014,62,9,5271,8.266666667
2013-14,CS,CHPE,2/1/2014,63,9,5271,7.733333333
2013-14,CS,CHPE,2/2/2014,64,10,5271,8.733333333
2013-14,CS,CHPE,2/3/2014,65,10,5271,11.73333333
2013-14,CS,CHPE,2/4/2014,66,10,5271,7.483333333
2013-14,CS,CHPE,2/4/2014,66,10,5271,6.266666667
2013-14,CS,CHPE,2/5/2014,67,10,5271,7.516666667
2013-14,CS,CHPE,2/6/2014,68,10,5271,9.983333333
2013-14,CS,CHPE,2/7/2014,69,10,5271,16.75
2013-14,CS,CHPE,2/8/2014,70,10,5271,9.266666667
2013-14,CS,CHPE,2/9/2014,71,11,5271,10.48333333
2013-14,CS,CHPE,2/10/2014,72,11,5271,9.983333333
2013-14,CS,CHPE,2/11/2014,73,11,5271,9.016666667
2013-14,CS,CHPE,2/17/2014,79,12,5271,6
2013-14,CS,CHPE,2/18/2014,80,12,5271,12.26666667
2013-14,CS,CHPE,2/19/2014,81,12,5271,13.01666667
2013-14,CS,CHPE,2/20/2014,82,12,5271,13.51666667
2013-14,CS,CHPE,2/21/2014,83,12,5271,14.25
2013-14,CS,CHPE,2/22/2014,84,12,5271,10.5
2013-14,CS,CHPE,2/23/2014,85,13,5271,12.5
2013-14,CS,CHPE,1/12/2014,43,7,5283,4.25
2013-14,CS,CHPE,1/13/2014,44,7,5283,8.25
2013-14,CS,CHPE,1/14/2014,45,7,5283,6.766666667
2013-14,CS,CHPE,1/16/2014,47,7,5283,13.51666667
2013-14,CS,CHPE,1/18/2014,49,7,5283,6.233333333
2013-14,CS,CHPE,1/19/2014,50,8,5283,9.25
2013-14,CS,CHPE,1/19/2014,50,8,5283,4.266666667
2013-14,CS,CHPE,1/20/2014,51,8,5283,10.76666667
2013-14,CS,CHPE,1/21/2014,52,8,5283,7.25
2013-14,CS,CHPE,1/22/2014,53,8,5283,7.5
2013-14,CS,CHPE,1/23/2014,54,8,5283,9.016666667
2013-14,CS,CHPE,1/24/2014,55,8,5283,5.983333333
2013-14,CS,CHPE,1/25/2014,56,8,5283,8.25
2013-14,CS,CHPE,1/26/2014,57,9,5283,5.483333333
2013-14,CS,CHPE,1/26/2014,57,9,5283,7.516666667
2013-14,CS,CHPE,1/27/2014,58,9,5283,14.51666667
2013-14,CS,CHPE,1/28/2014,59,9,5283,6.016666667
2013-14,CS,CHPE,1/29/2014,60,9,5283,6.25
2013-14,CS,CHPE,1/29/2014,60,9,5283,6.766666667
2013-14,CS,CHPE,1/30/2014,61,9,5283,6.766666667
2013-14,CS,CHPE,1/31/2014,62,9,5283,6.733333333
2013-14,CS,CHPE,1/31/2014,62,9,5283,5.266666667
2013-14,CS,CHPE,2/1/2014,63,9,5283,14
2013-14,CS,CHPE,2/2/2014,64,10,5283,9.983333333
2013-14,CS,CHPE,2/3/2014,65,10,5283,9.483333333
2013-14,CS,CHPE,2/4/2014,66,10,5283,5.983333333
2013-14,CS,CHPE,2/5/2014,67,10,5283,17
2013-14,CS,CHPE,2/6/2014,68,10,5283,7.233333333
2013-14,CS,CHPE,2/7/2014,69,10,5283,7.75
2013-14,CS,CHPE,2/7/2014,69,10,5283,5.25
2013-14,CS,CHPE,2/8/2014,70,10,5283,13.26666667
2013-14,CS,CHPE,2/9/2014,71,11,5283,7.233333333
2013-14,CS,CHPE,2/10/2014,72,11,5283,12.8
2013-14,CS,CHPE,2/11/2014,73,11,5283,12.75
2013-14,CS,CHPE,1/10/2014,41,6,5301,7.5
2013-14,CS,CHPE,1/12/2014,43,7,5301,23.5
2013-14,CS,CHPE,1/14/2014,45,7,5301,9.75
2013-14,CS,CHPE,1/16/2014,47,7,5301,5
2013-14,CS,CHPE,1/17/2014,48,7,5301,14
2013-14,CS,CHPE,1/18/2014,49,7,5301,9.75
2013-14,CS,CHPE,1/19/2014,50,8,5301,8.75
2013-14,CS,CHPE,1/19/2014,50,8,5301,13.25
2013-14,CS,CHPE,1/21/2014,52,8,5301,8.5
2013-14,CS,CHPE,1/22/2014,53,8,5301,7.733333333
2013-14,CS,CHPE,1/23/2014,54,8,5301,13.5
2013-14,CS,CHPE,1/24/2014,55,8,5301,16.25
2013-14,CS,CHPE,1/25/2014,56,8,5301,8
2013-14,CS,CHPE,1/26/2014,57,9,5301,8.516666667
2013-14,CS,CHPE,1/27/2014,58,9,5301,11.75
2013-14,CS,CHPE,1/28/2014,59,9,5301,8.733333333
2013-14,CS,CHPE,1/28/2014,59,9,5301,20
2013-14,CS,CHPE,1/30/2014,61,9,5301,9.25
2013-14,CS,CHPE,1/31/2014,62,9,5301,7.5
2013-14,CS,CHPE,2/1/2014,63,9,5301,9
2013-14,CS,CHPE,2/2/2014,64,10,5301,10.23333333
2013-14,CS,CHPE,2/3/2014,65,10,5301,14.25
2013-14,CS,CHPE,2/4/2014,66,10,5301,12.23333333
2013-14,CS,CHPE,2/5/2014,67,10,5301,10
2013-14,CS,CHPE,2/6/2014,68,10,5301,14.51666667
2013-14,CS,CHPE,2/7/2014,69,10,5301,8.516666667
2013-14,CS,CHPE,2/8/2014,70,10,5301,33.38333333
2013-14,CS,CHPE,2/10/2014,72,11,5301,9.05
2013-14,CS,CHPE,2/11/2014,73,11,5301,11.5
